"plotID","top_height","ba_ha","lor","qmdbh","dens","AGB_ha","V_ha","Vmerch_ha"
185,15,17.1905651124189,9.10983404196955,16.2827292775896,825.55472593691,72.3440679232147,74.3835580131285,58.6079302078456
186,12.9,7.25036624163775,9.45069266415544,10.5745549372639,825.55472593691,23.5780331853971,32.8142959167727,10.9052217405365
187,11.6,9.66467277174187,9.36185424701202,10.6954348009511,1075.72282470567,36.0923354908859,43.4499535290005,15.476461228276
188,16.4,20.0642455422262,11.0005307600935,10.5355351074352,2301.5465086726,80.0757190571126,103.061354509985,41.0061366534177
191,18.6,33.5183010789196,13.2686275749252,13.1937137164884,2451.64736793385,139.980059880906,203.460806527193,134.96455413885
192,17.1,16.508341821337,11.3779629325469,12.7112760359273,1300.87411359756,68.2592473338724,87.1075941807796,53.4303490737828
193,20,26.6918045181329,11.0623862246952,19.988886618201,850.571535813786,115.806309050634,133.181427721401,107.171948948471
195,18,11.6935217670137,11.8011570270152,17.2503043451413,500.336197537521,50.3469438569721,64.4839023045963,52.6976782002778
196,13.9,23.8761647427192,11.2189193835347,10.9688397538005,2526.69779756448,74.0484386408637,121.130891486619,49.3772928088954
197,16.58,37.632487519491,12.6146307220886,11.7809690553901,3452.3197630089,150.418801430252,214.379213752129,106.857945751015
198,21.6,32.7649514611941,14.816971858689,13.6882792477376,2226.49607904197,134.751067112121,212.478113303886,141.427930626497
199,16.8,39.2317099240481,12.2990492369455,13.5345700765101,2726.83227657949,142.275458955839,225.17137396597,145.9631394835
200,16,30.0924092097983,13.2972688049602,14.103347672961,1926.29436051946,123.742657374871,180.000574247549,121.379170525875
201,16.3,37.2123509883809,12.7184155114006,12.4088088302369,3077.06761485576,149.276518435317,213.266404638985,114.565864673309
202,18.9,26.1169191061818,14.3314234556849,15.2708298927738,1425.95816298194,105.15383205617,164.561637809492,124.235402376399
205,15.5,27.5293128882476,13.3617048577814,11.2860102057209,2751.84908645637,104.267485842934,171.492757227602,70.4103773674014
206,15.3,27.3209188421106,12.0220471942628,15.4836287291025,1450.97497285881,90.7318050522051,148.907578866056,109.251127744882
208,22.9,30.9886598699764,16.3676696177162,17.9408267732043,1225.82368396693,125.861766681135,222.884295017877,186.609031545969
